Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Driver_Cancellation_Reason,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating,Payment_Method,Driver_ID
16/03/2024,7:36:59 pm,"""CNR7381283""",Completed,"""CID8868738""",Go Sedan,Laxmi Nagar,Pragati Maidan,4.3,15.6,,null,,null,,null,156,42.87,3.9,4.2,Cash,D040
16/06/2024,9:03:43 pm,"""CNR2531495""",Completed,"""CID7656183""",Bike,Lok Kalyan Marg,IGNOU Road,5.2,27.3,,null,,null,,null,689,39.84,4.3,4.9,UPI,D113
13/04/2024,11:19:15 am,"""CNR1939605""",Completed,"""CID1229469""",Auto,Munirka,Pulbangash,13.6,40.4,,null,,null,,null,491,4.19,3.8,3.9,Credit Card,D078
09/08/2024,3:34:51 am,"""CNR5149041""",Completed,"""CID6951861""",Go Sedan,Noida Sector 18,Tilak Nagar,10.1,32.5,,null,,null,,null,304,6.18,4.2,4.3,Credit Card,D018
28/11/2024,8:44:46 pm,"""CNR7041241""",Cancelled by Driver,"""CID1368334""",Go Mini,Gwal Pahari,Rohini East,12,,,null,1,More than permitted people in there,,null,,,,,null,D095
30/08/2024,7:00:23 pm,"""CNR8035160""",Cancelled by Customer,"""CID5283020""",Auto,Connaught Place,Uttam Nagar,12.6,,1,Driver asked to cancel,,null,,null,,,,,null,D083
11/07/2024,8:29:02 pm,"""CNR1918341""",Completed,"""CID7417050""",Auto,Pitampura,Paschim Vihar,14.8,44.4,,null,,null,,null,697,4.56,4.5,4.6,UPI,D066
25/07/2024,7:28:35 pm,"""CNR9600846""",Completed,"""CID8949589""",Auto,Udyog Bhawan,Janakpuri,3.8,20.1,,null,,null,,null,679,47.56,4.2,4.9,UPI,D076
17/08/2024,6:35:05 pm,"""CNR2775291""",Incomplete,"""CID9116623""",Premier Sedan,Jahangirpuri,Indirapuram,2.9,18,,null,,null,1,Other Issue,713,14.65,,,Cash,D028
18/02/2024,6:57:12 pm,"""CNR4263854""",Cancelled by Driver,"""CID3967495""",Go Sedan,Tughlakabad,Vidhan Sabha,8.6,,,null,1,Customer related issue,,null,,,,,null,D014
16/06/2024,10:12:54 am,"""CNR4635401""",Completed,"""CID3741723""",Go Mini,Anand Vihar,Gurgaon Sector 56,10,18.5,,null,,null,,null,683,32.15,4.6,4,UPI,D086
08/07/2024,9:04:51 pm,"""CNR2135475""",Completed,"""CID8123696""",Go Sedan,Vatika Chowk,Paharganj,7.8,36.4,,null,,null,,null,91,23.5,4,4.3,UPI,D018
26/02/2024,2:46:21 pm,"""CNR2438435""",Incomplete,"""CID7928240""",eBike,Central Secretariat,Sikanderpur,3.1,12.4,,null,,null,1,Other Issue,396,16.61,,,UPI,D097
28/02/2024,4:43:09 pm,"""CNR2068345""",Completed,"""CID1975343""",Go Sedan,Govindpuri,Kalkaji,8.5,35.7,,null,,null,,null,769,18.14,4.4,4.1,Cash,D040
27/12/2024,1:14:14 am,"""CNR6107939""",Completed,"""CID3244272""",Bike,Welcome,DLF Phase 3,2.3,16.4,,null,,null,,null,323,31.1,3.6,4.6,Uber Wallet,D111
06/12/2024,4:09:31 pm,"""CNR6577172""",Incomplete,"""CID5963264""",Premier Sedan,Preet Vihar,Mehrauli,3.6,27.7,,null,,null,1,Other Issue,627,3.74,,,Uber Wallet,D037
13/05/2024,6:47:50 pm,"""CNR1957129""",Completed,"""CID5761924""",Auto,Noida Extension,Old Gurgaon,12.9,26,,null,,null,,null,134,13.99,4.8,4.1,Cash,D072
09/05/2024,5:14:18 pm,"""CNR1531092""",Completed,"""CID7911273""",Go Mini,Kanhaiya Nagar,Satguru Ram Singh Marg,12.1,33.6,,null,,null,,null,940,5.04,4.6,4.6,Credit Card,D077
19/11/2024,9:04:42 pm,"""CNR6891932""",No Driver Found,"""CID1466189""",eBike,Seelampur,Udyog Bhawan,,,,null,,null,,null,,,,,null,D100
04/04/2024,2:02:47 pm,"""CNR2192659""",Completed,"""CID5227340""",Auto,Anand Vihar,Chirag Delhi,9.6,26.2,,null,,null,,null,266,36.18,4.1,4.2,Uber Wallet,D095
19/11/2024,8:15:39 pm,"""CNR6262174""",Completed,"""CID4943288""",Auto,Mehrauli,Karol Bagh,8.1,26.4,,null,,null,,null,484,13.21,4.5,4.3,Uber Wallet,D075
04/06/2024,8:15:11 pm,"""CNR7791863""",Completed,"""CID1873624""",Go Sedan,Indirapuram,Noida Sector 62,5.6,19.2,,null,,null,,null,250,6.06,4.3,4.7,Cash,D024
13/08/2024,1:22:10 pm,"""CNR8243301""",Cancelled by Driver,"""CID7666967""",Auto,IGI Airport,Civil Lines Gurgaon,9.3,,,null,1,The customer was coughing/sick,,null,,,,,null,D095
25/12/2024,11:03:11 am,"""CNR9897424""",Incomplete,"""CID8433669""",Bike,Saket,Noida Extension,8.8,20,,null,,null,1,Customer Demand,361,14.61,,,UPI,D097
30/06/2024,11:57:59 am,"""CNR5745004""",Completed,"""CID8137475""",Go Mini,Basai Dhankot,Shivaji Park,2.6,21,,null,,null,,null,224,48.08,5,4.6,Cash,D083
20/01/2024,9:15:24 pm,"""CNR9659819""",Cancelled by Customer,"""CID5653812""",Go Mini,Huda City Centre,Hauz Rani,8.5,,1,Driver asked to cancel,,null,,null,,,,,null,D082
10/04/2024,11:34:22 am,"""CNR8084453""",Completed,"""CID5057901""",Premier Sedan,Vatika Chowk,Saidulajab,12.8,36.8,,null,,null,,null,669,39.51,3.6,4.2,Cash,D002
28/07/2024,9:55:49 am,"""CNR6574173""",Cancelled by Customer,"""CID6454968""",Go Sedan,Gurgaon Sector 29,Kherki Daula Toll,8.7,,1,Driver asked to cancel,,null,,null,,,,,null,D024
04/08/2024,8:25:20 am,"""CNR4467044""",Cancelled by Driver,"""CID9935423""",Auto,Kalkaji,INA Market,8.8,,,null,1,Customer related issue,,null,,,,,null,D089
05/08/2024,3:40:40 pm,"""CNR3334608""",Completed,"""CID2336782""",Go Mini,GTB Nagar,Kalkaji,5.2,31.7,,null,,null,,null,207,7.83,4.4,3.9,Uber Wallet,D068
16/08/2024,12:45:03 pm,"""CNR3901250""",Completed,"""CID4369282""",Go Sedan,Rajiv Nagar,Meerut,13.2,35.8,,null,,null,,null,227,12.34,4.1,3.1,Cash,D007
21/03/2024,1:29:50 am,"""CNR3899180""",Completed,"""CID3915373""",Premier Sedan,Panchsheel Park,Yamuna Bank,2.3,33.8,,null,,null,,null,771,36.7,3.5,4.6,UPI,D023
29/04/2024,10:39:08 pm,"""CNR7686844""",Cancelled by Driver,"""CID4485200""",Auto,Sonipat,GTB Nagar,9.1,,,null,1,Personal & Car related issues,,null,,,,,null,D073
06/05/2024,1:35:55 pm,"""CNR7619619""",Completed,"""CID9964707""",Auto,Sadar Bazar Gurgaon,Chanakyapuri,14.2,26.4,,null,,null,,null,441,31.5,4.7,3.1,Uber Wallet,D084
13/09/2024,3:20:50 pm,"""CNR3128056""",Cancelled by Driver,"""CID1669827""",Go Sedan,Netaji Subhash Place,Kashmere Gate ISBT,11.2,,,null,1,Customer related issue,,null,,,,,null,D014
18/05/2024,6:30:30 am,"""CNR2415257""",Completed,"""CID6909825""",Premier Sedan,Lajpat Nagar,Rohini,12.4,21.6,,null,,null,,null,788,4.26,4.2,4.5,UPI,D034
06/10/2024,9:53:22 pm,"""CNR9756448""",Completed,"""CID6952097""",Auto,Indraprastha,Panipat,13.3,41.6,,null,,null,,null,459,46.74,5,4.9,UPI,D072
10/10/2024,3:56:19 am,"""CNR5071968""",Completed,"""CID7384045""",Go Sedan,Panchsheel Park,Yamuna Bank,4.7,42.5,,null,,null,,null,473,48.35,4.7,3.8,Cash,D020
14/05/2024,6:39:13 am,"""CNR9262105""",Completed,"""CID3597216""",Bike,Noida Sector 62,DLF City Court,14.5,19.8,,null,,null,,null,503,49.87,4.3,4.7,Cash,D111
28/12/2024,3:23:53 pm,"""CNR6026973""",Completed,"""CID7000290""",Go Mini,Badarpur,Botanical Garden,5.4,18.2,,null,,null,,null,586,22.67,4.2,4.2,UPI,D079
11/11/2024,4:22:48 pm,"""CNR6798581""",Cancelled by Driver,"""CID4412829""",Auto,South Extension,Hauz Rani,8.1,,,null,1,Customer related issue,,null,,,,,null,D094
20/08/2024,9:51:13 am,"""CNR1511311""",Cancelled by Driver,"""CID3430917""",Bike,Sikanderpur,INA Market,7.4,,,null,1,The customer was coughing/sick,,null,,,,,null,D102
29/05/2024,10:39:15 pm,"""CNR1690974""",Completed,"""CID5614686""",Go Mini,Preet Vihar,Cyber Hub,11.5,25.4,,null,,null,,null,236,45.17,4.6,3,UPI,D090
19/11/2024,5:42:35 pm,"""CNR2405566""",Completed,"""CID2765782""",Go Mini,Kadarpur,Maidan Garhi,11.6,28.4,,null,,null,,null,73,23.07,4.6,4.2,UPI,D067
27/11/2024,8:10:57 am,"""CNR5503992""",Completed,"""CID3215242""",Premier Sedan,Malviya Nagar,Nehru Place,3.1,44.8,,null,,null,,null,355,4.08,4.7,3.1,Cash,D034
02/10/2024,2:51:56 am,"""CNR5487256""",Completed,"""CID2154074""",Auto,Pitampura,Yamuna Bank,11.1,23.6,,null,,null,,null,663,41.97,3.9,4.1,UPI,D066
13/04/2024,6:30:55 pm,"""CNR9280980""",Completed,"""CID4697642""",Auto,Kalkaji,Sultanpur,2.6,39.6,,null,,null,,null,886,38.82,4.2,4.3,UPI,D083
29/12/2024,7:49:23 pm,"""CNR5735365""",Completed,"""CID4330019""",Auto,Anand Vihar ISBT,Hauz Khas,7.2,37.7,,null,,null,,null,292,30.4,4.2,3.7,Cash,D091
05/06/2024,10:39:57 am,"""CNR7094496""",Completed,"""CID1193764""",Auto,Gurgaon Sector 29,Rajouri Garden,2,37.3,,null,,null,,null,564,19.78,4.4,4.2,UPI,D079
08/04/2024,6:09:35 pm,"""CNR8674052""",Cancelled by Driver,"""CID9232244""",Bike,Noida Film City,Jama Masjid,8.7,,,null,1,More than permitted people in there,,null,,,,,null,D110
26/05/2024,8:42:23 pm,"""CNR3317899""",Completed,"""CID7292132""",Go Mini,Hero Honda Chowk,Satguru Ram Singh Marg,11.3,39.8,,null,,null,,null,619,47.2,4.2,4.3,Cash,D075
03/10/2024,9:05:53 am,"""CNR7648257""",Completed,"""CID6260946""",Go Mini,Khan Market,AIIMS,2.7,28.4,,null,,null,,null,963,17.43,4.8,3.8,Uber Wallet,D077
23/07/2024,1:52:02 am,"""CNR9887499""",Completed,"""CID4896073""",Auto,Jahangirpuri,Rajiv Nagar,4.8,33.6,,null,,null,,null,427,14.43,4.1,4.6,UPI,D094
09/10/2024,2:44:58 am,"""CNR5899408""",Completed,"""CID6731666""",Auto,Chhatarpur,Vatika Chowk,4.4,42.4,,null,,null,,null,60,22.92,4.6,3.7,Cash,D083
06/11/2024,1:15:08 pm,"""CNR4090725""",Completed,"""CID9333845""",Bike,Dilshad Garden,Laxmi Nagar,8,29,,null,,null,,null,697,32.15,3.2,3.9,Debit Card,D099
17/02/2024,11:09:37 am,"""CNR7912140""",Completed,"""CID2721563""",Go Mini,Arjangarh,GTB Nagar,8.1,35.4,,null,,null,,null,953,43.08,4.6,4.9,UPI,D095
19/08/2024,4:35:23 pm,"""CNR1149573""",Completed,"""CID4850979""",Go Mini,Chirag Delhi,IGNOU Road,5.9,37.3,,null,,null,,null,342,48.91,4,4.8,Cash,D078
08/07/2024,1:53:17 pm,"""CNR9795191""",Cancelled by Driver,"""CID7143989""",Go Sedan,Kashmere Gate ISBT,Jama Masjid,9.8,,,null,1,Customer related issue,,null,,,,,null,D009
19/08/2024,2:05:34 pm,"""CNR6845177""",Completed,"""CID2910913""",Go Mini,Civil Lines Gurgaon,Sarai Kale Khan,7,17.9,,null,,null,,null,935,32.46,4.4,3.9,Uber Wallet,D090
13/05/2024,7:07:57 pm,"""CNR6115510""",Completed,"""CID8805139""",Auto,IGNOU Road,Tughlakabad,6.1,24,,null,,null,,null,566,11.44,4.8,3.7,Debit Card,D077
28/02/2024,3:56:29 pm,"""CNR6859535""",Completed,"""CID2960838""",Bike,Sultanpur,Netaji Subhash Place,9.6,34.6,,null,,null,,null,459,42.18,3.7,3.7,Credit Card,D106
05/03/2024,1:01:21 pm,"""CNR2514823""",Cancelled by Customer,"""CID8542583""",Auto,Laxmi Nagar,Lok Kalyan Marg,13.3,,1,Driver asked to cancel,,null,,null,,,,,null,D078
10/11/2024,10:53:47 am,"""CNR5197106""",Cancelled by Driver,"""CID9447069""",Go Sedan,Dilshad Garden,Maidan Garhi,11.1,,,null,1,More than permitted people in there,,null,,,,,null,D020
10/06/2024,5:20:23 pm,"""CNR5958707""",Completed,"""CID9250719""",Go Mini,South Extension,Sultanpur,5.2,18.3,,null,,null,,null,401,40.16,4.1,4.2,UPI,D073
13/07/2024,8:13:00 pm,"""CNR7438691""",Completed,"""CID6640597""",Uber XL,Tis Hazari,Noida Film City,4.7,34.8,,null,,null,,null,509,4.01,4.3,4.9,Cash,D123
13/07/2024,8:57:24 am,"""CNR4717203""",Cancelled by Driver,"""CID4019303""",Go Mini,Nawada,Ardee City,9.8,,,null,1,Customer related issue,,null,,,,,null,D090
16/01/2024,2:31:09 am,"""CNR3871982""",Completed,"""CID3385226""",eBike,Basai Dhankot,Chirag Delhi,10.3,41.2,,null,,null,,null,905,15.59,4.9,4.6,UPI,D114
30/05/2024,4:19:02 pm,"""CNR7276252""",Completed,"""CID4805819""",Go Mini,GTB Nagar,Ghitorni,10.8,16.5,,null,,null,,null,312,47.72,4.7,4.2,Cash,D070
04/07/2024,5:14:35 pm,"""CNR8591450""",No Driver Found,"""CID5485762""",Bike,Vatika Chowk,Inderlok,,,,null,,null,,null,,,,,null,D097
09/05/2024,9:16:04 am,"""CNR2118165""",Completed,"""CID4254404""",Auto,Meerut,Gurgaon Railway Station,11.6,20.9,,null,,null,,null,103,34.36,4.2,4.6,UPI,D092
04/02/2024,9:29:14 pm,"""CNR1580852""",Completed,"""CID1032196""",Bike,Mundka,Moolchand,7.4,16,,null,,null,,null,425,11.93,4.2,4.3,Cash,D099
06/06/2024,5:48:55 pm,"""CNR8400555""",Completed,"""CID7803210""",Premier Sedan,Netaji Subhash Place,Mayur Vihar,11.3,44.8,,null,,null,,null,309,42.82,4.3,4.7,UPI,D014
30/07/2024,9:13:50 pm,"""CNR2392283""",Incomplete,"""CID7179926""",Go Mini,MG Road,Old Gurgaon,8.1,22.6,,null,,null,1,Other Issue,103,12.63,,,UPI,D068
23/08/2024,3:15:50 pm,"""CNR8799283""",Completed,"""CID2914515""",Auto,Netaji Subhash Place,Vatika Chowk,8,23.6,,null,,null,,null,379,43.14,4.3,3.9,UPI,D079
01/05/2024,6:52:59 pm,"""CNR7692801""",Cancelled by Driver,"""CID4418657""",Auto,Manesar,Malviya Nagar,6.4,,,null,1,Personal & Car related issues,,null,,,,,null,D066
18/03/2024,5:22:40 pm,"""CNR8406654""",No Driver Found,"""CID3494610""",Auto,Gurgaon Sector 56,Greater Noida,,,,null,,null,,null,,,,,null,D086
16/09/2024,12:20:07 pm,"""CNR5193961""",Completed,"""CID3471193""",Go Mini,Green Park,Udyog Vihar Phase 4,9.6,39.8,,null,,null,,null,623,40.59,4.3,3.8,UPI,D076
25/12/2024,6:07:10 pm,"""CNR9045710""",Completed,"""CID9382079""",Go Mini,Gwal Pahari,Pitampura,14.3,19.6,,null,,null,,null,743,20.32,4.4,5,Cash,D088
25/07/2024,2:39:37 pm,"""CNR1884447""",Completed,"""CID3794502""",Premier Sedan,Cyber Hub,Narsinghpur,2.1,23.1,,null,,null,,null,647,48.8,4.4,4.3,Uber Wallet,D025
04/03/2024,6:44:28 pm,"""CNR5929425""",Cancelled by Customer,"""CID8229428""",Auto,Noida Sector 62,Jhilmil,14.1,,1,Driver asked to cancel,,null,,null,,,,,null,D092
30/10/2024,3:42:37 am,"""CNR3795914""",Completed,"""CID2036541""",Go Mini,Pataudi Chowk,Golf Course Road,7.3,30.1,,null,,null,,null,1364,42.16,3.4,3.3,Cash,D081
24/07/2024,5:25:09 am,"""CNR5115903""",Cancelled by Driver,"""CID1437336""",Go Sedan,Satguru Ram Singh Marg,Kaushambi,7.6,,,null,1,Customer related issue,,null,,,,,null,D038
13/05/2024,5:29:47 pm,"""CNR7223335""",Cancelled by Driver,"""CID9786042""",Go Mini,Badarpur,Ashok Vihar,6.8,,,null,1,Personal & Car related issues,,null,,,,,null,D070
29/09/2024,7:08:22 pm,"""CNR3338595""",Completed,"""CID3627391""",Auto,Badshahpur,Vatika Chowk,3.6,24.8,,null,,null,,null,890,47.98,3.6,4.7,UPI,D094
24/12/2024,6:06:50 pm,"""CNR1610053""",Completed,"""CID5372274""",Go Sedan,Pragati Maidan,Tilak Nagar,5.1,44,,null,,null,,null,162,46.78,3.8,3.2,Cash,D011
23/11/2024,2:38:02 pm,"""CNR4383491""",Completed,"""CID5404553""",Auto,Jor Bagh,Shivaji Park,14.6,42.3,,null,,null,,null,242,27.68,4.3,4.5,Debit Card,D079
22/02/2024,7:18:56 pm,"""CNR4238002""",Completed,"""CID6776646""",Premier Sedan,Sikanderpur,Karkarduma,2.9,44.7,,null,,null,,null,342,27.62,4.6,4.5,UPI,D018
11/01/2024,4:19:12 pm,"""CNR2471315""",Completed,"""CID1296895""",Go Mini,Maidan Garhi,Ghitorni Village,5.2,26.2,,null,,null,,null,316,17.92,4,4.7,UPI,D091
26/08/2024,9:41:12 pm,"""CNR7554909""",Completed,"""CID2941890""",Auto,New Colony,RK Puram,2.7,34.6,,null,,null,,null,1286,30.53,4.5,4.2,Uber Wallet,D093
02/04/2024,2:06:02 pm,"""CNR4559667""",Cancelled by Driver,"""CID2567945""",Auto,Sarojini Nagar,Noida Extension,6.3,,,null,1,The customer was coughing/sick,,null,,,,,null,D066
01/12/2024,4:49:53 pm,"""CNR7943612""",Incomplete,"""CID7051878""",Bike,Gurgaon Sector 56,Samaypur Badli,2.5,18.9,,null,,null,1,Vehicle Breakdown,274,14.78,,,Credit Card,D104
05/02/2024,7:24:59 pm,"""CNR9513281""",No Driver Found,"""CID8578287""",Premier Sedan,Raj Nagar Extension,Paharganj,,,,null,,null,,null,,,,,null,D038
06/03/2024,6:05:10 pm,"""CNR3228885""",Completed,"""CID3480522""",Bike,Manesar,Civil Lines Gurgaon,6.6,29.8,,null,,null,,null,689,45.97,3.9,4.9,UPI,D105
22/09/2024,3:53:15 pm,"""CNR6838313""",Cancelled by Driver,"""CID6286831""",Auto,Azadpur,Connaught Place,5,,,null,1,More than permitted people in there,,null,,,,,null,D083
24/07/2024,11:28:39 pm,"""CNR7513763""",Cancelled by Driver,"""CID5819264""",eBike,Cyber Hub,IGI Airport,8.4,,,null,1,Customer related issue,,null,,,,,null,D105
24/04/2024,4:51:55 am,"""CNR4249572""",Completed,"""CID9658351""",Premier Sedan,Kashmere Gate,Gwal Pahari,4.7,15.6,,null,,null,,null,504,24.06,4.7,5,Uber Wallet,D030
12/04/2024,9:09:48 am,"""CNR1730323""",Completed,"""CID1295813""",Go Sedan,Jahangirpuri,Sultanpur,10.8,17.6,,null,,null,,null,231,9.44,4.1,4.5,Uber Wallet,D007
28/12/2024,3:45:50 am,"""CNR3316127""",Completed,"""CID1501533""",Premier Sedan,Mansarovar Park,IGNOU Road,15,29.1,,null,,null,,null,824,24.98,4.4,4.2,UPI,D024
09/09/2024,9:25:37 pm,"""CNR5001450""",Completed,"""CID4130652""",Uber XL,Khan Market,Tilak Nagar,12.5,15.4,,null,,null,,null,478,10.78,3.9,4.9,Uber Wallet,D120
16/03/2024,2:26:34 pm,"""CNR2994632""",Completed,"""CID4528348""",Bike,Panipat,Jasola,6.9,29.7,,null,,null,,null,432,40.59,4.4,4.3,Debit Card,D105
30/04/2024,11:35:16 am,"""CNR8349332""",Completed,"""CID1895189""",Bike,Saket,Rohini,6.6,19.1,,null,,null,,null,606,5.75,4.2,4.6,UPI,D096
12/08/2024,4:59:05 pm,"""CNR6785391""",Completed,"""CID3192351""",Auto,Sultanpur,Bahadurgarh,7.5,18.1,,null,,null,,null,328,42.66,3.4,4.9,UPI,D087
21/10/2024,6:06:08 am,"""CNR4239039""",Cancelled by Customer,"""CID5633622""",Premier Sedan,Ghitorni,Chhatarpur,14.9,,1,AC is not working,,null,,null,,,,,null,D019
15/10/2024,11:25:04 am,"""CNR3942728""",Completed,"""CID3899231""",Premier Sedan,Shastri Park,Rohini West,2.9,38.3,,null,,null,,null,156,36.13,4.3,4.3,UPI,D009
06/03/2024,11:49:24 am,"""CNR2282162""",Completed,"""CID7242372""",Go Sedan,Rithala,Noida Film City,9.4,36.3,,null,,null,,null,105,44.08,4.7,4.9,Credit Card,D029
07/05/2024,11:55:31 am,"""CNR4677505""",Cancelled by Driver,"""CID3339585""",Go Sedan,Akshardham,Delhi Gate,11.3,,,null,1,More than permitted people in there,,null,,,,,null,D035
28/07/2024,8:08:07 pm,"""CNR8185605""",Cancelled by Customer,"""CID9816010""",Go Sedan,IFFCO Chowk,Sultanpur,16.9,,1,Change of plans,,null,,null,,,,,null,D008
24/01/2024,10:32:59 am,"""CNR5351433""",Completed,"""CID4736469""",Auto,Huda City Centre,Karkarduma,11.2,22,,null,,null,,null,213,35.76,4.8,4.6,Debit Card,D075
29/08/2024,2:37:10 am,"""CNR8880913""",Completed,"""CID4302311""",Bike,Kashmere Gate ISBT,Rajiv Chowk,11.2,19.6,,null,,null,,null,620,45,4.6,3.1,Cash,D096
07/02/2024,9:52:08 pm,"""CNR3643495""",Cancelled by Driver,"""CID3072962""",Bike,Laxmi Nagar,ITO,6.8,,,null,1,The customer was coughing/sick,,null,,,,,null,D098
02/10/2024,11:59:15 pm,"""CNR8399435""",Completed,"""CID7010722""",Go Mini,South Extension,Vidhan Sabha,11.6,21.9,,null,,null,,null,83,45.07,3.9,4.2,Credit Card,D082
01/12/2024,1:31:45 pm,"""CNR5699093""",Cancelled by Driver,"""CID6044294""",Go Sedan,Badshahpur,Green Park,9.7,,,null,1,More than permitted people in there,,null,,,,,null,D015
30/12/2024,5:45:30 pm,"""CNR1090037""",Completed,"""CID2369298""",Bike,Ashok Vihar,Rohini,7.6,41.6,,null,,null,,null,821,3.86,3.7,4.9,Uber Wallet,D100
06/07/2024,7:41:22 pm,"""CNR1672620""",Cancelled by Customer,"""CID9094427""",Go Mini,Jahangirpuri,Cyber Hub,16.2,,1,Change of plans,,null,,null,,,,,null,D095
27/01/2024,1:53:18 pm,"""CNR4811296""",Completed,"""CID7470261""",Premier Sedan,Pitampura,Delhi Gate,4.8,44.8,,null,,null,,null,176,49.18,3.1,4.6,UPI,D012
26/12/2024,7:10:12 am,"""CNR6421218""",Incomplete,"""CID2328704""",Go Mini,Nawada,Shastri Park,6.6,21.9,,null,,null,1,Customer Demand,315,7.41,,,UPI,D081
23/08/2024,11:47:22 am,"""CNR7297536""",Completed,"""CID3104231""",Auto,DLF City Court,Pitampura,8.3,18.7,,null,,null,,null,82,14.49,4.6,4.2,UPI,D085
28/04/2024,1:17:51 am,"""CNR2290384""",Completed,"""CID6067378""",Uber XL,Nehru Place,Rajiv Chowk,14.8,40.4,,null,,null,,null,221,15.3,4.1,4.5,UPI,D123
07/03/2024,12:34:46 pm,"""CNR2229358""",Cancelled by Customer,"""CID7586583""",Premier Sedan,Pragati Maidan,Subhash Chowk,6.1,,1,Wrong Address,,null,,null,,,,,null,D027
02/01/2024,9:03:00 am,"""CNR4246484""",Cancelled by Driver,"""CID4625807""",eBike,Munirka,Saidulajab,9.1,,,null,1,Customer related issue,,null,,,,,null,D098
21/01/2024,7:25:02 pm,"""CNR9882850""",Cancelled by Driver,"""CID8976182""",Auto,Vishwavidyalaya,Manesar,5,,,null,1,Customer related issue,,null,,,,,null,D087
05/06/2024,1:02:32 pm,"""CNR3234899""",Completed,"""CID1908216""",Bike,Sohna Road,IGNOU Road,14.1,30.2,,null,,null,,null,901,15.53,4.4,4.6,Uber Wallet,D098
14/02/2024,2:46:37 pm,"""CNR9159821""",Completed,"""CID7212119""",Go Sedan,Saket A Block,Gurgaon Railway Station,4.8,24.7,,null,,null,,null,1523,6.84,4,4.3,UPI,D022
24/02/2024,11:05:49 pm,"""CNR3377580""",No Driver Found,"""CID3773482""",Auto,Adarsh Nagar,Huda City Centre,,,,null,,null,,null,,,,,null,D076
19/01/2024,9:48:21 pm,"""CNR7286285""",Completed,"""CID6567281""",Premier Sedan,Yamuna Bank,Dilshad Garden,9.1,21.7,,null,,null,,null,582,27.22,3.5,4.3,Cash,D002
02/07/2024,3:09:07 pm,"""CNR8901989""",Completed,"""CID4529927""",Auto,AIIMS,Jasola,3.6,18.6,,null,,null,,null,133,31.65,3.2,4.4,UPI,D071
27/02/2024,9:33:05 am,"""CNR9222191""",Completed,"""CID9902256""",Auto,Green Park,Aya Nagar,6.8,21,,null,,null,,null,508,38.25,3.2,5,Credit Card,D091
15/04/2024,12:25:23 pm,"""CNR6647107""",Cancelled by Customer,"""CID7253416""",Auto,Greater Kailash,Kashmere Gate ISBT,9.5,,1,Driver asked to cancel,,null,,null,,,,,null,D083
31/07/2024,10:13:15 pm,"""CNR9775227""",Completed,"""CID4405721""",Bike,Madipur,Chhatarpur,5,22,,null,,null,,null,999,12.14,4.4,4.6,Uber Wallet,D105
14/10/2024,11:39:15 pm,"""CNR5436498""",Completed,"""CID6124996""",Auto,Panchsheel Park,Janakpuri,11,25.8,,null,,null,,null,713,9.76,4.3,4.1,UPI,D084
23/12/2024,7:00:24 pm,"""CNR9394835""",Completed,"""CID3125278""",Premier Sedan,Mandi House,Sadar Bazar Gurgaon,14.3,35.2,,null,,null,,null,96,10.63,4.7,4.5,UPI,D023
29/08/2024,7:47:03 pm,"""CNR7811486""",Completed,"""CID3203722""",Auto,Kanhaiya Nagar,Narsinghpur,11.4,36.8,,null,,null,,null,595,15.32,4.6,5,UPI,D067
06/09/2024,4:43:36 pm,"""CNR9208205""",Cancelled by Driver,"""CID2712013""",Go Sedan,Mayur Vihar,Sohna Road,4.8,,,null,1,The customer was coughing/sick,,null,,,,,null,D021
22/03/2024,4:52:05 pm,"""CNR6583672""",Completed,"""CID2281519""",Auto,Ghitorni Village,Rajiv Nagar,12.2,20.5,,null,,null,,null,256,8.76,4.5,5,Debit Card,D080
11/12/2024,10:17:35 am,"""CNR5706641""",Completed,"""CID5130718""",Auto,Adarsh Nagar,Connaught Place,11.8,37.2,,null,,null,,null,449,22.4,4.9,4.5,Uber Wallet,D089
09/08/2024,10:33:01 pm,"""CNR8005201""",Cancelled by Driver,"""CID8692503""",Bike,Aya Nagar,Noida Sector 62,7.8,,,null,1,Customer related issue,,null,,,,,null,D107
03/02/2024,7:43:12 pm,"""CNR7534075""",Completed,"""CID4275914""",Premier Sedan,Pataudi Chowk,Greater Kailash,13.4,40,,null,,null,,null,373,12.73,4.6,4.2,Cash,D019
24/07/2024,6:09:08 am,"""CNR1712916""",Completed,"""CID9416242""",Go Mini,Badshahpur,Preet Vihar,2.4,38.5,,null,,null,,null,445,28.77,4.2,4.2,UPI,D083
19/10/2024,10:43:36 am,"""CNR8081487""",Completed,"""CID1030753""",Premier Sedan,Mehrauli,Rithala,7.4,20.6,,null,,null,,null,1563,8.86,4.7,4.6,Cash,D021
29/10/2024,6:22:50 am,"""CNR4056850""",Cancelled by Driver,"""CID5921257""",Auto,Indraprastha,Gurgaon Sector 29,4.1,,,null,1,Personal & Car related issues,,null,,,,,null,D089
07/02/2024,6:58:54 pm,"""CNR6714334""",No Driver Found,"""CID3077805""",Auto,Chirag Delhi,Saket,,,,null,,null,,null,,,,,null,D079
